exp_name,num_iterations,better_value,abs,elapsed
levy|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,1.3497838043956716e-31,1.3497838043956716e-31,0.7386302947998047
levy|1000|ABC|5,1000,1.3497838043956716e-31,1.3497838043956716e-31,2.823073148727417
levy|10000|DE|0.6034272278953005|0.6562816489113248,1000,1.3497838043956716e-31,1.3497838043956716e-31,0.4525797367095947
levy|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,1.3497838043956716e-31,1.3497838043956716e-31,0.4840848445892334
levy|10000|ABC|5,1000,1.3497838043956716e-31,1.3497838043956716e-31,3.7291910648345947
ackley|100|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.5550980567932129
ackley|100|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.7326300144195557
ackley|100|ABC|5,1000,0.0,0.0,2.9023492336273193
ackley|1000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.540095329284668
ackley|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.7381303310394287
ackley|1000|ABC|5,1000,0.0,0.0,2.8314990997314453
ackley|10000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.457080602645874
ackley|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.5165910720825195
ackley|10000|ABC|5,1000,0.0,0.0,2.9977364540100098
rosenbrock|100|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.5505967140197754
rosenbrock|100|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.7281444072723389
rosenbrock|100|ABC|5,1000,0.0,0.0,2.685973882675171
rosenbrock|1000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.5460963249206543
rosenbrock|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.7061252593994141
rosenbrock|1000|ABC|5,1000,0.0,0.0,2.7265284061431885
rosenbrock|10000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.4310760498046875
rosenbrock|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.6881213188171387
rosenbrock|10000|ABC|5,1000,0.0,0.0,2.57930588722229
beale|100|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.6806352138519287
beale|100|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.6642086505889893
beale|100|ABC|5,1000,0.0,0.0,2.697476387023926
beale|1000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.5200917720794678
beale|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.695122480392456
beale|1000|ABC|5,1000,0.0,0.0,2.745544910430908
beale|10000|DE|0.6034272278953005|0.6562816489113248,1000,0.0,0.0,0.4065718650817871
beale|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0,0.0,0.6096076965332031
beale|10000|ABC|5,1000,0.0,0.0,3.6126368045806885
goldstein|100|DE|0.6034272278953005|0.6562816489113248,1000,1.733220645796403e-136,1.733220645796403e-136,0.5030884742736816
goldstein|100|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,1.733220645796403e-136,1.733220645796403e-136,0.897158145904541
goldstein|100|ABC|5,1000,1.733220645796403e-136,1.733220645796403e-136,2.515958070755005
goldstein|1000|DE|0.6034272278953005|0.6562816489113248,1000,2.0352426638361276e-134,2.0352426638361276e-134,0.508589506149292
goldstein|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,2.0352426638361276e-134,2.0352426638361276e-134,0.6811201572418213
goldstein|1000|ABC|5,1000,2.0352426638361276e-134,2.0352426638361276e-134,2.552499294281006
goldstein|10000|DE|0.6034272278953005|0.6562816489113248,1000,8.929394888105e-136,8.929394888105e-136,0.43707728385925293
goldstein|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,8.929394888105e-136,8.929394888105e-136,0.4615814685821533
goldstein|10000|ABC|5,1000,8.929394888105e-136,8.929394888105e-136,3.4406204223632812
bukin|100|DE|0.6034272278953005|0.6562816489113248,1000,0.0059071209897916446,0.0059071209897916446,0.5116517543792725
bukin|100|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.0059071209897916446,0.0059071209897916446,0.6806211471557617
bukin|100|ABC|5,1000,0.0059071209897916446,0.0059071209897916446,2.6464667320251465
bukin|1000|DE|0.6034272278953005|0.6562816489113248,2000,0.024306883041346733,0.024306883041346733,1.0397288799285889
bukin|1000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,2000,0.024306883041346733,0.024306883041346733,1.6244423389434814
bukin|1000|ABC|5,2000,0.024306883041346733,0.024306883041346733,5.35344386100769
bukin|10000|DE|0.6034272278953005|0.6562816489113248,2000,0.009657523096455628,0.009657523096455628,0.834665060043335
bukin|10000|PSO|0.030685938822702763|0.8455361197086146|0.822282482603191,1000,0.009657523096455628,0.009657523096455628,0.5460963249206543
bukin|10000|ABC|5,1000,0.009657523096455628,0.009657523096455628,2.745483875274658
